gvkey,fyear,datadate,ceq,xstfws,conm,gsector
242581,2022,2022-12-31,253675.1300,,WON IK CORP,35
242601,2020,2020-12-31,54664.7650,,BIT COMPUTER CO LTD,35
242601,2021,2021-12-31,58689.8060,,BIT COMPUTER CO LTD,35
242601,2022,2022-12-31,62792.4180,,BIT COMPUTER CO LTD,35
242688,2022,2022-12-31,57158.1720,,NATURECELL CO LTD,35
242693,2020,2020-12-31,12476.8970,,GW VITEK CO LTD,35
242693,2021,2021-12-31,19587.4270,,GW VITEK CO LTD,35
242693,2022,2022-12-31,30973.0290,,GW VITEK CO LTD,35
242787,2020,2020-12-31,106524.5020,,UBCARE CO LTD,35
242787,2021,2021-12-31,117889.0410,,UBCARE CO LTD,35
242787,2022,2022-12-31,116700.0220,,UBCARE CO LTD,35
242843,2020,2020-12-31,177.1630,,MEDICLIN AG,35
242843,2021,2021-12-31,183.2790,,MEDICLIN AG,35
242843,2022,2022-12-31,209.2070,,MEDICLIN AG,35
242899,2020,2020-12-31,2.7670,,DELTEX MEDICAL GROUP PLC,35
242899,2021,2021-12-31,2.0270,,DELTEX MEDICAL GROUP PLC,35
242899,2022,2022-12-31,2.3490,,DELTEX MEDICAL GROUP PLC,35
243031,2020,2020-12-31,262186.8400,,KYUNG DONG PHARMACEUTICAL,35
243031,2021,2021-12-31,259820.9990,,KYUNG DONG PHARMACEUTICAL,35
243031,2022,2022-12-31,257203.9310,,KYUNG DONG PHARMACEUTICAL,35
243129,2020,2020-12-31,572.5120,,OSSUR HF,35
243129,2021,2021-12-31,621.5860,,OSSUR HF,35
243129,2022,2022-12-31,635.7040,,OSSUR HF,35
243144,2020,2020-12-31,45487.0110,,NANOENTEK INC,35
243144,2021,2021-12-31,52341.1630,,NANOENTEK INC,35
243144,2022,2022-12-31,57648.7930,,NANOENTEK INC,35
243364,2020,2020-12-31,337.5280,123.6380,PHARMANIAGA BHD,35
243364,2021,2021-12-31,450.4620,170.6800,PHARMANIAGA BHD,35
243364,2022,2022-12-31,-248.7420,156.2650,PHARMANIAGA BHD,35
243701,2020,2020-12-31,479749.5010,,HLB CO LTD,35
243701,2021,2021-12-31,435953.7570,,HLB CO LTD,35
243701,2022,2022-12-31,637933.6720,,HLB CO LTD,35
243778,2020,2020-12-31,16143.9260,,NANJING XINJIEKOU DEPT STORE,35
243778,2021,2021-12-31,17183.6970,,NANJING XINJIEKOU DEPT STORE,35
243778,2022,2022-12-31,16956.3170,,NANJING XINJIEKOU DEPT STORE,35
243825,2020,2020-12-31,4341.0040,,SHANGHAI NEW WORLD CO LTD,35
243825,2021,2021-12-31,4354.1590,,SHANGHAI NEW WORLD CO LTD,35
243825,2022,2022-12-31,4208.1000,,SHANGHAI NEW WORLD CO LTD,35
243846,2020,2020-12-31,961.1470,,CHINA REFORM HEALTH MNGMNT,35
243846,2021,2021-12-31,785.6120,,CHINA REFORM HEALTH MNGMNT,35
243846,2022,2022-12-31,711.3680,,CHINA REFORM HEALTH MNGMNT,35
243869,2020,2020-12-31,5553.9900,,TONGHUA DONGBAO PHARMA CO,35
243869,2021,2021-12-31,6214.8780,,TONGHUA DONGBAO PHARMA CO,35
243869,2022,2022-12-31,6544.2640,,TONGHUA DONGBAO PHARMA CO,35
244421,2020,2020-06-30,4320.0000,,PRECISION SYSTEM SCIENCE CO,35
244421,2021,2021-06-30,6578.0000,,PRECISION SYSTEM SCIENCE CO,35
244421,2022,2022-06-30,6512.0000,,PRECISION SYSTEM SCIENCE CO,35
244421,2023,2023-06-30,5222.0000,,PRECISION SYSTEM SCIENCE CO,35
244613,2019,2020-03-31,17691.0000,,EM SYSTEMS CO LTD,35
244613,2020,2020-12-31,17711.0000,,EM SYSTEMS CO LTD,35
244613,2021,2021-12-31,18784.0000,,EM SYSTEMS CO LTD,35
244613,2022,2022-12-31,19480.0000,,EM SYSTEMS CO LTD,35
244636,2022,2022-09-30,2633.0000,,IMAGEONE CO LTD,35
244743,2020,2020-12-31,5447.8250,,EURO-MED LABS PHILIPPINES,35
244743,2021,2021-12-31,5640.6770,,EURO-MED LABS PHILIPPINES,35
244743,2022,2022-12-31,5708.9230,,EURO-MED LABS PHILIPPINES,35
244817,2020,2020-06-30,23.2980,6.9050,INSTITUTE OF DRUG TECH AU,35
244817,2021,2021-06-30,27.6150,6.3840,INSTITUTE OF DRUG TECH AU,35
244817,2022,2022-06-30,26.9880,5.9900,INSTITUTE OF DRUG TECH AU,35
244817,2023,2023-06-30,24.1410,7.0660,INSTITUTE OF DRUG TECH AU,35
244819,2020,2020-06-30,2.4950,0.4720,RESPIRI LTD,35
244819,2021,2021-06-30,7.5700,2.5300,RESPIRI LTD,35
244819,2022,2022-06-30,3.0070,0.3110,RESPIRI LTD,35
244819,2023,2023-06-30,0.8270,0.3360,RESPIRI LTD,35
245207,2020,2020-12-31,19121.0000,,GENMAB AS,35
245207,2021,2021-12-31,22196.0000,,GENMAB AS,35
245207,2022,2022-12-31,27441.0000,,GENMAB AS,35
245274,2019,2020-03-31,2300.9770,,RYMAN HEALTHCARE LTD,35
245274,2020,2021-03-31,2829.2160,,RYMAN HEALTHCARE LTD,35
245274,2021,2022-03-31,3434.5200,,RYMAN HEALTHCARE LTD,35
245274,2022,2023-03-31,4663.8970,,RYMAN HEALTHCARE LTD,35
245288,2020,2020-12-31,225.4210,64.3820,EL. EN. SPA,35
245288,2021,2021-12-31,269.3720,84.0140,EL. EN. SPA,35
245288,2022,2022-12-31,319.9620,96.6400,EL. EN. SPA,35
245737,2020,2020-12-31,213937.9900,,DAEWON PHARMACEUTICAL CO,35
245737,2021,2021-12-31,219298.5450,,DAEWON PHARMACEUTICAL CO,35
245737,2022,2022-12-31,250947.2240,,DAEWON PHARMACEUTICAL CO,35
245817,2020,2020-12-31,26.5680,,LANDFAR BIO-MEDICINE CO LTD,35
245817,2021,2021-12-31,16.6400,,LANDFAR BIO-MEDICINE CO LTD,35
245817,2022,2022-12-31,13.7710,,LANDFAR BIO-MEDICINE CO LTD,35
245821,2020,2020-12-31,1102.4190,,SHANGHAI FUDAN FORWARD S&T,35
245821,2021,2021-12-31,916.3290,,SHANGHAI FUDAN FORWARD S&T,35
245821,2022,2022-12-31,882.4030,,SHANGHAI FUDAN FORWARD S&T,35
246010,2020,2020-06-30,13.0150,,GENETIC TECHNOLOGIES LIMITED,35
246010,2021,2021-06-30,21.5330,,GENETIC TECHNOLOGIES LIMITED,35
246010,2022,2022-06-30,16.4320,5.4310,GENETIC TECHNOLOGIES LIMITED,35
246010,2023,2023-06-30,11.1630,6.0830,GENETIC TECHNOLOGIES LIMITED,35
246017,2020,2020-06-30,23.8130,12.5090,POLYNOVO LTD,35
246017,2021,2021-06-30,22.3530,15.9650,POLYNOVO LTD,35
246017,2022,2022-06-30,17.7150,24.8990,POLYNOVO LTD,35
246017,2023,2023-06-30,65.3830,38.3250,POLYNOVO LTD,35
246028,2020,2020-06-30,31.3260,,STARPHARMA HLDGS LTD,35
246028,2021,2021-06-30,62.3000,,STARPHARMA HLDGS LTD,35
246028,2022,2022-06-30,48.3930,,STARPHARMA HLDGS LTD,35
246028,2023,2023-06-30,34.8150,,STARPHARMA HLDGS LTD,35
246176,2020,2020-12-31,9118.9900,,GLAXOSMITHKLINE CONSUM (NGA),35
246176,2021,2021-12-31,9299.4500,,GLAXOSMITHKLINE CONSUM (NGA),35
246176,2022,2022-12-31,9532.4520,,GLAXOSMITHKLINE CONSUM (NGA),35
246461,2020,2020-12-31,20.6140,8.7840,CO.DON AG,35
246461,2021,2021-12-31,17.5670,9.8710,CO.DON AG,35
246741,2020,2020-06-30,1012.5000,,RAMSAY GENERALE DE SANTE SA,35
246741,2021,2021-06-30,1070.3000,,RAMSAY GENERALE DE SANTE SA,35
246741,2022,2022-06-30,1212.4000,,RAMSAY GENERALE DE SANTE SA,35
246741,2023,2023-06-30,1245.9000,,RAMSAY GENERALE DE SANTE SA,35
246778,2020,2020-12-31,800.8830,,AMPLIFON SPA,35
246778,2021,2021-12-31,925.1780,,AMPLIFON SPA,35
246778,2022,2022-12-31,1038.5090,,AMPLIFON SPA,35
246901,2020,2020-12-31,6993396.8380,1693820.4520,PT KIMIA FARMA TBK,35
246901,2021,2021-12-31,7139643.3880,1831153.5550,PT KIMIA FARMA TBK,35
246901,2022,2022-12-31,7968362.3580,1646607.9880,PT KIMIA FARMA TBK,35
247060,2020,2020-12-31,11.0280,,MEDICON HELLAS AS,35
247060,2021,2021-12-31,14.3440,,MEDICON HELLAS AS,35
247060,2022,2022-12-31,16.9530,,MEDICON HELLAS AS,35
247134,2020,2020-08-31,36566.0000,,MANI INC,35
247134,2021,2021-08-31,39203.0000,,MANI INC,35
247134,2022,2022-08-31,45415.0000,,MANI INC,35
247134,2023,2023-08-31,49828.0000,,MANI INC,35
247299,2020,2020-06-30,-1.2190,,WELLFULLY LTD,35
247299,2021,2021-06-30,2.3080,,WELLFULLY LTD,35
247299,2022,2022-06-30,0.6190,,WELLFULLY LTD,35
247302,2020,2020-12-31,24.7210,,VITA LIFE SCIENCES LTD,35
247302,2021,2021-12-31,30.7530,,VITA LIFE SCIENCES LTD,35
247302,2022,2022-12-31,36.5740,,VITA LIFE SCIENCES LTD,35
247361,2020,2020-06-30,34.6360,2.6590,AUSCANN GROUP HOLDINGS LTD,35
247361,2021,2021-06-30,44.4270,2.4330,AUSCANN GROUP HOLDINGS LTD,35
247361,2022,2022-06-30,18.1540,1.6310,AUSCANN GROUP HOLDINGS LTD,35
247361,2023,2023-06-30,7.1820,0.7340,AUSCANN GROUP HOLDINGS LTD,35
247374,2020,2020-06-30,5.6440,,IMMURON LTD,35
247374,2021,2021-06-30,25.8950,,IMMURON LTD,35
247374,2022,2022-06-30,23.1770,,IMMURON LTD,35
247374,2023,2023-06-30,19.6170,,IMMURON LTD,35
247507,2020,2020-12-31,1645.3860,,APEX BIOTECHNOLOGY CO LTD,35
247507,2021,2021-12-31,1752.7320,,APEX BIOTECHNOLOGY CO LTD,35
247507,2022,2022-12-31,1817.3240,,APEX BIOTECHNOLOGY CO LTD,35
247515,2020,2020-12-31,426.5440,,ARTS OPTICAL INTL HLDGS LTD,35
247515,2021,2021-12-31,453.6330,,ARTS OPTICAL INTL HLDGS LTD,35
247515,2022,2022-12-31,519.2170,,ARTS OPTICAL INTL HLDGS LTD,35
247537,2020,2020-06-30,0.4410,0.5390,BPH GLOBAL LTD,35
247537,2021,2021-06-30,5.5460,0.9980,BPH GLOBAL LTD,35
247537,2022,2022-06-30,3.0440,1.6120,BPH GLOBAL LTD,35
247537,2023,2023-06-30,0.0200,1.0630,BPH GLOBAL LTD,35
247551,2020,2020-12-31,430321.7990,,INDOFARMA PERSERO TBK PT,35
247551,2021,2021-12-31,508295.7820,,INDOFARMA PERSERO TBK PT,35
247551,2022,2022-12-31,86359.1270,,INDOFARMA PERSERO TBK PT,35
247558,2020,2020-12-31,4894.3530,,BAVARIAN NORDIC AS,35
247558,2021,2021-12-31,7374.6670,,BAVARIAN NORDIC AS,35
247558,2022,2022-12-31,7149.9870,,BAVARIAN NORDIC AS,35
247588,2020,2020-12-31,8.7030,3.0630,BIOHIT OYJ,35
247588,2021,2021-12-31,7.3000,3.4330,BIOHIT OYJ,35
247588,2022,2022-12-31,7.4580,3.6180,BIOHIT OYJ,35
247668,2019,2020-03-31,25313.5170,2708.6330,UNICHEM LABORATORIES LTD,35
247668,2020,2021-03-31,25568.3480,3041.4420,UNICHEM LABORATORIES LTD,35
247668,2021,2022-03-31,26184.1100,3276.4120,UNICHEM LABORATORIES LTD,35
247668,2022,2023-03-31,24353.0410,3553.6120,UNICHEM LABORATORIES LTD,35
247714,2020,2020-08-31,6166.0170,,TOP GLOVE CORP BHD,35
247714,2021,2021-08-31,7167.6650,,TOP GLOVE CORP BHD,35
247714,2022,2022-08-31,6754.9160,,TOP GLOVE CORP BHD,35
247714,2023,2023-08-31,5890.2280,,TOP GLOVE CORP BHD,35
247724,2020,2020-12-31,5731.5490,,TONG REN TANG TECH CO LTD,35
247724,2021,2021-12-31,5979.4790,,TONG REN TANG TECH CO LTD,35
247724,2022,2022-12-31,6482.7510,,TONG REN TANG TECH CO LTD,35
247729,2020,2020-12-31,5808.4080,,TIANJIN PHARMACEUTICAL DA,35
247729,2021,2021-12-31,6364.4770,,TIANJIN PHARMACEUTICAL DA,35
247729,2022,2022-12-31,6521.4590,,TIANJIN PHARMACEUTICAL DA,35
247751,2020,2020-12-31,193.4650,,MEDTECS INTERNATIONAL CORP,35
247751,2021,2021-12-31,185.2140,,MEDTECS INTERNATIONAL CORP,35
247751,2022,2022-12-31,149.7890,,MEDTECS INTERNATIONAL CORP,35
247830,2020,2020-12-31,120.2010,,NEXUS AG,35
247830,2021,2021-12-31,138.7920,,NEXUS AG,35
247830,2022,2022-12-31,235.0250,,NEXUS AG,35
247881,2020,2020-12-31,741.0900,,GW PHARMACEUTICALS LIMITED,35
247930,2020,2020-12-31,785.3650,98.9610,ZENTIVA SA,35
247930,2021,2021-12-31,890.7740,112.4310,ZENTIVA SA,35
247930,2022,2022-12-31,999.3560,135.0330,ZENTIVA SA,35
247961,2020,2020-12-31,37.8780,,SHL TELEMEDICINE LTD,35
247961,2021,2021-12-31,56.8520,,SHL TELEMEDICINE LTD,35
247961,2022,2022-12-31,55.6870,,SHL TELEMEDICINE LTD,35
248148,2020,2020-06-30,6.9730,0.8760,BIOTRON LTD,35
248148,2021,2021-06-30,3.8630,0.8940,BIOTRON LTD,35
248148,2022,2022-06-30,1.0930,0.8820,BIOTRON LTD,35
248148,2023,2023-06-30,3.1730,0.9190,BIOTRON LTD,35
248156,2020,2020-12-31,20.3010,8.5050,GERATHERM MEDICAL AG,35
248156,2021,2021-12-31,18.5220,8.8260,GERATHERM MEDICAL AG,35
248156,2022,2022-12-31,22.3360,8.4350,GERATHERM MEDICAL AG,35
248181,2020,2020-12-31,2.6540,1.1880,AVECHO BIOTECHNOLOGY LTD,35
248181,2021,2021-12-31,4.5370,,AVECHO BIOTECHNOLOGY LTD,35
248181,2022,2022-12-31,2.4250,,AVECHO BIOTECHNOLOGY LTD,35
248232,2020,2020-12-31,21.4940,,PULSION MEDICAL SYSTEMS SE,35
248232,2021,2021-12-31,22.5680,,PULSION MEDICAL SYSTEMS SE,35
248232,2022,2022-12-31,23.5550,,PULSION MEDICAL SYSTEMS SE,35
248327,2020,2020-07-31,61.7240,28.0700,VICPLAS INTERNATIONAL LTD,35
248327,2021,2021-07-31,71.6430,35.4760,VICPLAS INTERNATIONAL LTD,35
248327,2022,2022-07-31,78.3120,41.8300,VICPLAS INTERNATIONAL LTD,35
248327,2023,2023-07-31,78.5580,40.5680,VICPLAS INTERNATIONAL LTD,35
248441,2019,2020-03-31,13.2230,,RENEURON GROUP PLC,35
248441,2020,2021-03-31,18.9050,,RENEURON GROUP PLC,35
248441,2021,2022-03-31,9.8880,,RENEURON GROUP PLC,35
248441,2022,2023-03-31,5.0570,,RENEURON GROUP PLC,35
248780,2020,2020-06-30,12.6820,,BIONOMICS LTD,35
248780,2021,2021-06-30,47.5970,,BIONOMICS LTD,35
248780,2022,2022-06-30,56.9130,,BIONOMICS LTD,35
248780,2023,2023-06-30,33.1480,,BIONOMICS LTD,35
248782,2020,2020-06-30,12.6090,1.6180,TRIVARX LIMITED,35
248782,2021,2021-06-30,16.4160,0.4130,TRIVARX LIMITED,35
248782,2022,2022-06-30,7.1060,0.7390,TRIVARX LIMITED,35
248782,2023,2023-06-30,6.3450,0.5940,TRIVARX LIMITED,35
248784,2020,2020-06-30,11.2290,,BTC HEALTH LTD,35
248784,2021,2021-06-30,10.8370,,BTC HEALTH LTD,35
248784,2022,2022-06-30,12.8620,,BTC HEALTH LTD,35
248784,2023,2023-06-30,2.7800,,BTC HEALTH LTD,35
248898,2020,2020-09-30,4499.0000,,CE HOLDINGS CO LTD,35
248898,2021,2021-09-30,5074.0000,,CE HOLDINGS CO LTD,35
248898,2022,2022-09-30,5625.0000,,CE HOLDINGS CO LTD,35
248898,2023,2023-09-30,6081.0000,,CE HOLDINGS CO LTD,35
248958,2020,2020-12-31,750.8040,,AYYAN INVESTMENT CO,35
248958,2021,2021-12-31,808.6580,,AYYAN INVESTMENT CO,35
248958,2022,2022-12-31,735.7350,,AYYAN INVESTMENT CO,35
249099,2020,2020-12-31,743.4990,,BIOINVENT AB,35
249099,2021,2021-12-31,1366.9870,,BIOINVENT AB,35
249099,2022,2022-12-31,1606.1220,,BIOINVENT AB,35
249122,2020,2020-12-31,172.5450,0.0290,STRATEC SE,35
249122,2021,2021-12-31,205.7590,0.0200,STRATEC SE,35
249122,2022,2022-12-31,225.1840,0.0340,STRATEC SE,35
249124,2020,2020-12-31,2012.5700,,VITROLIFE AB,35
249124,2021,2021-12-31,15322.1750,,VITROLIFE AB,35
249124,2022,2022-12-31,16736.0000,,VITROLIFE AB,35
249220,2020,2020-12-31,139.1990,34.4410,IVF HARTMANN HLDG AG,35
249220,2021,2021-12-31,137.0080,34.7080,IVF HARTMANN HLDG AG,35
249220,2022,2022-12-31,143.6730,30.5870,IVF HARTMANN HLDG AG,35
249488,2020,2020-06-30,73.6680,,CLINUVEL PHARMACEUTICALS LTD,35
249488,2021,2021-06-30,98.7370,10.1580,CLINUVEL PHARMACEUTICALS LTD,35
249488,2022,2022-06-30,125.5590,17.7120,CLINUVEL PHARMACEUTICALS LTD,35
249488,2023,2023-06-30,164.6310,22.5670,CLINUVEL PHARMACEUTICALS LTD,35
249507,2020,2020-06-30,7.1510,-0.0120,ALTERITY THERAPEUTICS LTD,35
249507,2021,2021-06-30,30.4710,-0.0660,ALTERITY THERAPEUTICS LTD,35
249507,2022,2022-06-30,35.4690,,ALTERITY THERAPEUTICS LTD,35
249507,2023,2023-06-30,22.8120,-0.0170,ALTERITY THERAPEUTICS LTD,35
249510,2020,2020-06-30,73.7900,,SDI LTD,35
249510,2021,2021-06-30,79.7800,,SDI LTD,35
249510,2022,2022-06-30,83.7340,,SDI LTD,35
249510,2023,2023-06-30,87.9160,,SDI LTD,35
249524,2020,2020-06-30,0.2690,,GLOBAL HEALTH LTD,35
249524,2021,2021-06-30,4.0400,,GLOBAL HEALTH LTD,35
249524,2022,2022-06-30,6.0870,,GLOBAL HEALTH LTD,35
249524,2023,2023-06-30,-1.6190,,GLOBAL HEALTH LTD,35
249863,2019,2020-01-31,10.5490,,INSPIRATION HEALTHCARE GROUP,35
249863,2020,2021-01-31,31.5760,,INSPIRATION HEALTHCARE GROUP,35
249863,2021,2022-01-31,34.9050,,INSPIRATION HEALTHCARE GROUP,35
249863,2022,2023-01-31,35.4740,,INSPIRATION HEALTHCARE GROUP,35
250016,2020,2020-12-31,280.9580,1.3740,ALLIANCE PHARMA PLC,35
250016,2021,2021-12-31,282.4860,2.2500,ALLIANCE PHARMA PLC,35
250016,2022,2022-12-31,287.6610,0.0920,ALLIANCE PHARMA PLC,35
250062,2019,2020-03-31,125367.0000,29526.1000,LUPIN LTD,35
250062,2020,2021-03-31,138031.4000,27966.2000,LUPIN LTD,35
250062,2021,2022-03-31,121532.7000,29556.4000,LUPIN LTD,35
250062,2022,2023-03-31,124645.0000,30557.7000,LUPIN LTD,35
250447,2019,2020-03-31,473703.0000,,ALFRESA HOLDGS CORP,35
250447,2020,2021-03-31,489737.0000,,ALFRESA HOLDGS CORP,35
250447,2021,2022-03-31,471594.0000,,ALFRESA HOLDGS CORP,35
250447,2022,2023-03-31,488091.0000,,ALFRESA HOLDGS CORP,35
250456,2019,2020-03-31,3919.0000,,KAWAMOTO CORP,35
250456,2020,2021-03-31,5314.0000,,KAWAMOTO CORP,35
250456,2021,2022-03-31,5907.0000,,KAWAMOTO CORP,35
250456,2022,2023-03-31,6647.0000,,KAWAMOTO CORP,35
250761,2020,2020-08-31,-132.5270,463.6230,COALA-LIFE GROUP AB,35
250761,2021,2021-08-31,63.5000,94.4000,COALA-LIFE GROUP AB,35
250955,2020,2020-12-31,100.9120,,BIOPORTO A/S,35
250955,2021,2021-12-31,45.9640,,BIOPORTO A/S,35
250955,2022,2022-12-31,70.2210,,BIOPORTO A/S,35
251154,2020,2020-06-30,77305.8450,859.2690,SQUARE PHARMACEUTICALS PLC,35
251154,2021,2021-06-30,90894.6430,937.7970,SQUARE PHARMACEUTICALS PLC,35
251154,2022,2022-06-30,103452.9800,1051.2280,SQUARE PHARMACEUTICALS PLC,35
251154,2023,2023-06-30,115195.9400,1079.5720,SQUARE PHARMACEUTICALS PLC,35
251299,2020,2020-12-31,9294.1070,,CHINA RESOURCES DOUBLE-CRANE,35
251299,2021,2021-12-31,9905.4960,,CHINA RESOURCES DOUBLE-CRANE,35
251299,2022,2022-12-31,10022.6100,,CHINA RESOURCES DOUBLE-CRANE,35
251302,2020,2020-12-31,9831.5690,,BEIJING TONGRENTANG CO LTD,35
251302,2021,2021-12-31,10633.9650,,BEIJING TONGRENTANG CO LTD,35
251302,2022,2022-12-31,11807.2750,,BEIJING TONGRENTANG CO LTD,35
251312,2020,2020-12-31,3236.4740,11.9750,CHONGQING TAIJI INDUSTRY CO,35
251312,2021,2021-12-31,2727.0760,15.4010,CHONGQING TAIJI INDUSTRY CO,35
251312,2022,2022-12-31,3063.7730,15.0530,CHONGQING TAIJI INDUSTRY CO,35
251359,2020,2020-12-31,13727.0940,,CHINA RESOURCES SANJIU MED,35
251359,2021,2021-12-31,15282.5020,,CHINA RESOURCES SANJIU MED,35
251359,2022,2022-12-31,17009.6340,,CHINA RESOURCES SANJIU MED,35
251365,2020,2020-12-31,11096.1270,,JOINCARE PHARMACEUTICAL GRP,35
251365,2021,2021-12-31,11820.2940,,JOINCARE PHARMACEUTICAL GRP,35
251365,2022,2022-12-31,13121.8190,,JOINCARE PHARMACEUTICAL GRP,35
251583,2020,2020-12-31,3495.1400,,ORPEA SA,35
251583,2021,2021-12-31,3799.4480,,ORPEA SA,35
251583,2022,2022-12-31,-1501.5210,,ORPEA SA,35
251999,2020,2020-09-30,23627.0000,,CMIC HOLDINGS CO LTD,35
251999,2021,2021-09-30,25066.0000,,CMIC HOLDINGS CO LTD,35
251999,2022,2022-09-30,31625.0000,,CMIC HOLDINGS CO LTD,35
251999,2023,2023-09-30,36085.0000,,CMIC HOLDINGS CO LTD,35
252260,2020,2020-06-30,100.5860,9.8650,NOVA EYE MEDICAL LTD,35
252260,2021,2021-06-30,35.3350,7.8680,NOVA EYE MEDICAL LTD,35
252260,2022,2022-06-30,30.3970,10.0430,NOVA EYE MEDICAL LTD,35
252260,2023,2023-06-30,23.1910,11.0770,NOVA EYE MEDICAL LTD,35
252328,2019,2020-03-31,1142.4950,,EXTRAWELL PHARMACEUTICAL,35
252328,2020,2021-03-31,1030.5050,,EXTRAWELL PHARMACEUTICAL,35
252328,2021,2022-03-31,1165.6530,,EXTRAWELL PHARMACEUTICAL,35
252328,2022,2023-03-31,1281.7220,,EXTRAWELL PHARMACEUTICAL,35
252356,2019,2020-03-31,96.9720,9.9260,CHINA HEALTH GROUP LTD,35
252356,2020,2021-03-31,95.0390,0.8950,CHINA HEALTH GROUP LTD,35
252356,2021,2022-03-31,79.5780,0.7730,CHINA HEALTH GROUP LTD,35
252356,2022,2023-03-31,86.3320,0.0230,CHINA HEALTH GROUP LTD,35
252379,2020,2020-12-31,4721.1990,540.5460,CK LIFE SCI INTL (HLDGS) INC,35
252379,2021,2021-12-31,4503.5840,571.5640,CK LIFE SCI INTL (HLDGS) INC,35
252379,2022,2022-12-31,4158.2010,536.5570,CK LIFE SCI INTL (HLDGS) INC,35
252385,2020,2020-12-31,1345.4820,,JILIN PROV HUINAN CHANGLONG,35
252385,2021,2021-12-31,1453.7490,,JILIN PROV HUINAN CHANGLONG,35
252385,2022,2022-12-31,1612.2980,,JILIN PROV HUINAN CHANGLONG,35
252405,2020,2020-12-31,636.5160,,KAISA HEALTH GROUP HLDGS LTD,35
252405,2021,2021-12-31,651.1170,,KAISA HEALTH GROUP HLDGS LTD,35
252405,2022,2022-12-31,485.3290,,KAISA HEALTH GROUP HLDGS LTD,35
252409,2020,2020-12-31,3810.4810,,TOWN HEALTH INTL MEDICAL GRP,35
252409,2021,2021-12-31,3855.0350,,TOWN HEALTH INTL MEDICAL GRP,35
252409,2022,2022-12-31,3491.4160,,TOWN HEALTH INTL MEDICAL GRP,35
252426,2020,2020-12-31,1426.1900,,ESSEX BIO-TECHNOLOGY LTD,35
252426,2021,2021-12-31,1734.2780,,ESSEX BIO-TECHNOLOGY LTD,35
252426,2022,2022-12-31,1731.3660,,ESSEX BIO-TECHNOLOGY LTD,35
252432,2020,2020-12-31,132.0930,,AMCO UNITED HOLDINGS LTD,35
252432,2021,2021-12-31,114.8240,,AMCO UNITED HOLDINGS LTD,35
252432,2022,2022-12-31,18.5890,,AMCO UNITED HOLDINGS LTD,35
252459,2020,2020-12-31,58.1280,,CHINA REG MEDICINE INTL LTD,35
252459,2021,2021-12-31,111.7280,,CHINA REG MEDICINE INTL LTD,35
252459,2022,2022-12-31,103.9160,,CHINA REG MEDICINE INTL LTD,35
252479,2020,2020-12-31,189.4110,10.8900,UNI BIO SCIENCE GROUP,35
252479,2021,2021-12-31,174.3070,3.9340,UNI BIO SCIENCE GROUP,35
252479,2022,2022-12-31,194.7460,0.5430,UNI BIO SCIENCE GROUP,35
252530,2020,2020-12-31,2281.8380,,BEIJING HEALTH (HOLDINGS),35
252530,2021,2021-12-31,2293.6240,,BEIJING HEALTH (HOLDINGS),35
252530,2022,2022-12-31,2037.2380,,BEIJING HEALTH (HOLDINGS),35
252538,2020,2020-06-30,11.1880,0.6070,PRESCIENT THERAPEUTICS LTD,35
252538,2021,2021-06-30,20.4270,1.9710,PRESCIENT THERAPEUTICS LTD,35
252538,2022,2022-06-30,16.7620,2.5900,PRESCIENT THERAPEUTICS LTD,35
252538,2023,2023-06-30,26.0750,2.3110,PRESCIENT THERAPEUTICS LTD,35
252555,2019,2020-03-31,247.4310,,KING INTERNATIONAL INVESTMEN,35
252555,2020,2021-03-31,290.5820,,KING INTERNATIONAL INVESTMEN,35
252555,2021,2022-03-31,262.2830,,KING INTERNATIONAL INVESTMEN,35
252555,2022,2023-03-31,237.5050,,KING INTERNATIONAL INVESTMEN,35
252601,2019,2020-03-31,77.4250,,GOOD FELLOW HEALTHCARE HLDGS,35
252601,2020,2021-03-31,40.2290,,GOOD FELLOW HEALTHCARE HLDGS,35
252601,2021,2022-03-31,29.5910,,GOOD FELLOW HEALTHCARE HLDGS,35
252601,2022,2023-03-31,22.1900,,GOOD FELLOW HEALTHCARE HLDGS,35
252659,2020,2020-12-31,400.9750,13.6680,CARASENT ASA,35
252659,2021,2021-12-31,1171.2740,37.3020,CARASENT ASA,35
252659,2022,2022-12-31,1226.6010,18.6190,CARASENT ASA,35
252758,2020,2020-12-31,130.1430,,INSTITUTO ROSENBUSCH SA ROSE,35
252758,2021,2021-12-31,177.0200,,INSTITUTO ROSENBUSCH SA ROSE,35
252758,2022,2022-12-31,362.8020,,INSTITUTO ROSENBUSCH SA ROSE,35
252959,2020,2020-12-31,467.8300,,APEX HEALTHCARE BHD,35
252959,2021,2021-12-31,506.7750,,APEX HEALTHCARE BHD,35
252959,2022,2022-12-31,558.4280,,APEX HEALTHCARE BHD,35
253001,2020,2020-06-30,1529.0660,132.6240,SUPERMAX CORP BHD,35
253001,2021,2021-06-30,4758.8750,187.1530,SUPERMAX CORP BHD,35
253001,2022,2022-06-30,4865.5610,159.7460,SUPERMAX CORP BHD,35
253001,2023,2023-06-30,4601.4730,137.0850,SUPERMAX CORP BHD,35
253040,2020,2020-12-31,643.8210,,DUOPHARMA BIOTECH BHD,35
253040,2021,2021-12-31,624.0040,,DUOPHARMA BIOTECH BHD,35
